period_m,year,month,quarter,flow,province,country,description,hs2,hs4,hs6,hs8,hs10,section,section_name,chapter_name,value,quantity,uom_text,uom_code,uom_status,has_quantity,is_ch98,is_suppressed,is_outlier,median_value_hs8,lower_bound_hs8,upper_bound_hs8
2024-10,2024,10,4,Import,New Brunswick,Brazil,"Brake linings and pads, nes, not containing asbestos",00,0000,000000,00000068,0000006813,,,,13709,0,Blank,BLANK,OK,False,False,False,False,7557.0,0.0,128284.0
2024-01,2024,1,1,Import,New Brunswick,Brazil,"Refractory bricks,blocks,tiles,sim refrac ceram const gds,cont >50% Mg/Ca/Cr,nes",00,0000,000000,00000069,0000006902,,,,23855,18,Weight in metric tonne,TNE,OK,True,False,False,False,2014.0,0.0,26367.0
2025-04,2025,4,2,Import,New Brunswick,Brazil,"Water closet pans, lavatory bowls, of porcelain or china",00,0000,000000,00000069,0000006910,,,,970,10,Number,NMB,OK,True,False,False,False,2014.0,0.0,26367.0
2025-08,2025,8,3,Import,New Brunswick,Brazil,"Exterior rear-view mirrors for vehicles,o/t non-braced for mounting on doors,nes",00,0000,000000,00000070,0000007009,,,,83,1,Number,NMB,OK,True,False,False,False,1192.0,0.0,12447.5
2024-07,2024,7,3,Import,New Brunswick,Brazil,"Articles precious/semi-precious stones, natural/synthetic/reconstructed,nes (Terminated 2024-08)",00,0000,000000,00000071,0000007116,,,,90,0,Blank,BLANK,OK,False,False,False,False,2797.0,0.0,42593.0
2024-11,2024,11,4,Import,New Brunswick,Brazil,"Articles precious/semi-precious stones, natural/synthetic/reconstructed,nes",00,0000,000000,00000071,0000007116,,,,19,0,Blank,BLANK,OK,False,False,False,False,2797.0,0.0,42593.0
2025-04,2025,4,2,Import,New Brunswick,Brazil,"Other imitation jewellry of base metal, nes",00,0000,000000,00000071,0000007117,,,,1131,0,Blank,BLANK,OK,False,False,False,False,2797.0,0.0,42593.0
2024-06,2024,6,2,Import,New Brunswick,Brazil,"Butt welding fittings, of stainless steel",00,0000,000000,00000073,0000007307,,,,320,1,Weight in kilograms,KGM,OK,True,False,False,False,731.0,0.0,11567.0
2024-02,2024,2,1,Import,New Brunswick,Brazil,"Fittings, tube or pipe, other than couplings, of alloy steel, o/t stainless, nes",00,0000,000000,00000073,0000007307,,,,35,0,Weight in kilograms,KGM,Error,True,False,False,False,731.0,0.0,11567.0
2024-10,2024,10,4,Import,New Brunswick,Brazil,"Finishing ceramics, glazed, nes",00,0000,000000,00000069,0000006907,,,,27660,360,Area in square metres,MTK,OK,True,False,False,True,2014.0,0.0,26367.0
2024-09,2024,9,3,Import,New Brunswick,Brazil,"Tubes,pipes,hollow profiles,circular cross-section,i/nas,seamless,o/t cd/cr,nes",00,0000,000000,00000073,0000007304,,,,3990,309,Weight in kilograms,KGM,OK,True,False,False,False,731.0,0.0,11567.0
2025-04,2025,4,2,Import,New Brunswick,Brazil,"Screws, whether/not with their nuts or washers, threaded, of iron/steel",00,0000,000000,00000073,0000007318,,,,6,1,Weight in kilograms,KGM,OK,True,False,False,False,731.0,0.0,11567.0
2025-03,2025,3,1,Import,New Brunswick,Brazil,"Bolts,nes,o/t hex head/mach/studs,w/n with nuts/washers, threaded, of iron/steel",00,0000,000000,00000073,0000007318,,,,285,5,Weight in kilograms,KGM,OK,True,False,False,False,731.0,0.0,11567.0
2025-07,2025,7,3,Import,New Brunswick,Brazil,"Bolts,nes,o/t hex head/mach/studs,w/n with nuts/washers, threaded, of iron/steel",00,0000,000000,00000073,0000007318,,,,78,4,Weight in kilograms,KGM,OK,True,False,False,False,731.0,0.0,11567.0
2024-04,2024,4,2,Import,New Brunswick,Brazil,"Nuts, o/t lock, nes, threaded, of iron or steel",00,0000,000000,00000073,0000007318,,,,193,2,Weight in kilograms,KGM,OK,True,False,False,False,731.0,0.0,11567.0
2025-08,2025,8,3,Import,New Brunswick,Brazil,"Non threaded articles,screws,bolts, nuts and similar articles, of iron/steel,nes",00,0000,000000,00000073,0000007318,,,,532,2,Weight in kilograms,KGM,OK,True,False,False,False,731.0,0.0,11567.0
2024-07,2024,7,3,Import,New Brunswick,Brazil,"Articles, of iron or steel, nes",00,0000,000000,00000073,0000007326,,,,7,0,Blank,BLANK,OK,False,False,False,False,731.0,0.0,11567.0
2025-03,2025,3,1,Import,New Brunswick,Brazil,"Bars, rods and profiles of refined copper, nes",00,0000,000000,00000074,0000007407,,,,4652,195,Weight in kilograms,KGM,OK,True,False,False,False,2056.5,0.0,23065.875
2024-02,2024,2,1,Import,New Brunswick,Brazil,"Nails,tacks,staples o/t No 83.05,screws,bolts,nuts,washers,sim art,of aluminum",00,0000,000000,00000076,0000007616,,,,11,0,Weight in kilograms,KGM,Error,True,False,False,False,1950.5,0.0,59738.75
2025-06,2025,6,2,Import,New Brunswick,Brazil,"Chain saw blades, of base metal",00,0000,000000,00000082,0000008202,,,,24554,0,Blank,BLANK,OK,False,False,False,True,1007.0,0.0,22003.75
2025-11,2025,11,4,Import,New Brunswick,Brazil,"Knives having fixed blades, o/t table knives, of base metal, o/t of No 82.08",00,0000,000000,00000082,0000008211,,,,4,0,Blank,BLANK,OK,False,False,False,False,1007.0,0.0,22003.75
2024-08,2024,8,3,Import,New Brunswick,Brazil,"Mountings,fittings & sim articles,suitable for motor vehicles,of base metal,nes",00,0000,000000,00000083,0000008302,,,,93,3,Weight in kilograms,KGM,OK,True,False,False,False,701.0,0.0,7754.875
2025-04,2025,4,2,Import,New Brunswick,Brazil,"Mountings,fittings & sim articles,suitable for motor vehicles,of base metal,nes",00,0000,000000,00000083,0000008302,,,,32,1,Weight in kilograms,KGM,OK,True,False,False,False,701.0,0.0,7754.875
2024-05,2024,5,2,Import,New Brunswick,Brazil,"Pts, for use principally with spark-ignition internal combustion piston eng, nes",00,0000,000000,00000084,0000008409,,,,71,0,Blank,BLANK,OK,False,False,False,False,3527.0,0.0,54860.0
2024-07,2024,7,3,Import,New Brunswick,Brazil,"Pts, for use principally with spark-ignition internal combustion piston eng, nes",00,0000,000000,00000084,0000008409,,,,37,0,Blank,BLANK,OK,False,False,False,False,3527.0,0.0,54860.0
2025-07,2025,7,3,Import,New Brunswick,Brazil,"Pts, for use principally with spark-ignition internal combustion piston eng, nes",00,0000,000000,00000084,0000008409,,,,199,0,Blank,BLANK,OK,False,False,False,False,3527.0,0.0,54860.0
2024-01,2024,1,1,Import,New Brunswick,Brazil,"Pts, for use princ w compr-ign int combu pist eng, f road tract,buses,cars,truck",00,0000,000000,00000084,0000008409,,,,792,0,Blank,BLANK,OK,False,False,False,False,3527.0,0.0,54860.0
2024-07,2024,7,3,Import,New Brunswick,Brazil,"Pts, for use princ w compr-ign int combu pist eng, f road tract,buses,cars,truck",00,0000,000000,00000084,0000008409,,,,195,0,Blank,BLANK,OK,False,False,False,False,3527.0,0.0,54860.0
2025-10,2025,10,4,Import,New Brunswick,Brazil,"Pts, for use princ w compr-ign int combu pist eng, f road tract,buses,cars,truck",00,0000,000000,00000084,0000008409,,,,816,0,Blank,BLANK,OK,False,False,False,False,3527.0,0.0,54860.0
2024-12,2024,12,4,Import,New Brunswick,Brazil,"Pts, for use principally with compr-ign internal combustion piston eng, nes",00,0000,000000,00000084,0000008409,,,,15136,0,Blank,BLANK,OK,False,False,False,False,3527.0,0.0,54860.0
2025-01,2025,1,1,Import,New Brunswick,Brazil,"Pts, for use principally with compr-ign internal combustion piston eng, nes",00,0000,000000,00000084,0000008409,,,,34778,0,Blank,BLANK,OK,False,False,False,False,3527.0,0.0,54860.0
2025-05,2025,5,2,Import,New Brunswick,Brazil,"Pts, for use principally with compr-ign internal combustion piston eng, nes",00,0000,000000,00000084,0000008409,,,,50037,0,Blank,BLANK,OK,False,False,False,False,3527.0,0.0,54860.0
2025-11,2025,11,4,Import,New Brunswick,Brazil,"Gear type, hydraulic fluid power pumps, rotary positive displacement",00,0000,000000,00000084,0000008413,,,,1145,1,Number,NMB,OK,True,False,False,False,3527.0,0.0,54860.0
2024-03,2024,3,1,Import,New Brunswick,Brazil,"Parts of other pumps, nes",00,0000,000000,00000084,0000008413,,,,1551,0,Blank,BLANK,OK,False,False,False,False,3527.0,0.0,54860.0
2025-09,2025,9,3,Import,New Brunswick,Brazil,"Parts of other pumps, nes",00,0000,000000,00000084,0000008413,,,,876,0,Blank,BLANK,OK,False,False,False,False,3527.0,0.0,54860.0
2025-12,2025,12,4,Import,New Brunswick,Brazil,"Other fans suitable for use with motor vehicles, nes",00,0000,000000,00000084,0000008414,,,,607,14,Number,NMB,OK,True,False,False,False,3527.0,0.0,54860.0
2025-06,2025,6,2,Import,New Brunswick,Brazil,"Air compressors, rotary, stationary, nes",00,0000,000000,00000084,0000008414,,,,844,1,Number,NMB,OK,True,False,False,False,3527.0,0.0,54860.0
2024-03,2024,3,1,Import,New Brunswick,Brazil,"Parts,o vacuum pumps,air/o gas comp,fans,blowers,hoods,gas-tight biolog safe cab",00,0000,000000,00000084,0000008414,,,,7444,0,Blank,BLANK,OK,False,False,False,False,3527.0,0.0,54860.0
2024-11,2024,11,4,Import,New Brunswick,Brazil,"Parts,mchy/plant/lab equip,f treat chang temp and insta/strg wat heat,n-elec,nes",00,0000,000000,00000084,0000008419,,,,2,0,Blank,BLANK,OK,False,False,False,False,3527.0,0.0,54860.0
2025-07,2025,7,3,Import,New Brunswick,Brazil,"Parts,mchy/plant/lab equip,f treat chang temp and insta/strg wat heat,n-elec,nes",00,0000,000000,00000084,0000008419,,,,2,0,Blank,BLANK,OK,False,False,False,False,3527.0,0.0,54860.0
2024-07,2024,7,3,Import,New Brunswick,Brazil,Oil filters for internal combustion engines,00,0000,000000,00000084,0000008421,,,,885,39,Number,NMB,OK,True,False,False,False,3527.0,0.0,54860.0
2024-05,2024,5,2,Import,New Brunswick,Brazil,Air filters for internal combustion engines for road or off-highway motor veh,00,0000,000000,00000084,0000008421,,,,118,2,Number,NMB,OK,True,False,False,False,3527.0,0.0,54860.0
2025-02,2025,2,1,Import,New Brunswick,Brazil,Air filters for internal combustion engines for road or off-highway motor veh,00,0000,000000,00000084,0000008421,,,,323,3,Number,NMB,OK,True,False,False,False,3527.0,0.0,54860.0
2024-03,2024,3,1,Import,New Brunswick,Brazil,"Parts, for filtering or purifying mchy and apparatus for liquids or gases, nes",00,0000,000000,00000084,0000008421,,,,319,0,Blank,BLANK,OK,False,False,False,False,3527.0,0.0,54860.0
2024-09,2024,9,3,Import,New Brunswick,Brazil,"Parts, for filtering or purifying mchy and apparatus for liquids or gases, nes",00,0000,000000,00000084,0000008421,,,,66,0,Blank,BLANK,OK,False,False,False,False,3527.0,0.0,54860.0
2025-06,2025,6,2,Import,New Brunswick,Brazil,"Parts, for filtering or purifying mchy and apparatus for liquids or gases, nes",00,0000,000000,00000084,0000008421,,,,245,0,Blank,BLANK,OK,False,False,False,False,3527.0,0.0,54860.0
2024-01,2024,1,1,Import,New Brunswick,Brazil,"Parts,f mechanical appliances,f projecting/dispersing/spraying,liquid/powder,nes",00,0000,000000,00000084,0000008424,,,,40,0,Blank,BLANK,OK,False,False,False,False,3527.0,0.0,54860.0
2025-09,2025,9,3,Import,New Brunswick,Brazil,"Parts, of derricks or cranes, of No 84.26, nes",00,0000,000000,00000084,0000008431,,,,122,0,Blank,BLANK,OK,False,False,False,False,3527.0,0.0,54860.0
2024-01,2024,1,1,Import,New Brunswick,Brazil,"Parts, of cranes, work-trucks, shovels and other construction machinery, nes",00,0000,000000,00000084,0000008431,,,,108,0,Blank,BLANK,OK,False,False,False,False,3527.0,0.0,54860.0
2024-09,2024,9,3,Import,New Brunswick,Brazil,"Parts, of cranes, work-trucks, shovels and other construction machinery, nes",00,0000,000000,00000084,0000008431,,,,4372,0,Blank,BLANK,OK,False,False,False,False,3527.0,0.0,54860.0
2025-09,2025,9,3,Import,New Brunswick,Brazil,"Parts, of cranes, work-trucks, shovels and other construction machinery, nes",00,0000,000000,00000084,0000008431,,,,2217,0,Blank,BLANK,OK,False,False,False,False,3527.0,0.0,54860.0
2024-07,2024,7,3,Import,New Brunswick,Brazil,"Parts of mowers for lawns, parks or sports-grounds",00,0000,000000,00000084,0000008433,,,,12,0,Blank,BLANK,OK,False,False,False,False,3527.0,0.0,54860.0
2025-01,2025,1,1,Import,New Brunswick,Brazil,"Parts of mowers for lawns, parks or sports-grounds",00,0000,000000,00000084,0000008433,,,,24,0,Blank,BLANK,OK,False,False,False,False,3527.0,0.0,54860.0
2025-01,2025,1,1,Import,New Brunswick,Brazil,"Electro-mechanical grass and weed trimmer, edger, hand-op, w self-cntd elec mtr",00,0000,000000,00000084,0000008467,,,,1588,1,Number,NMB,OK,True,False,False,False,3527.0,0.0,54860.0
2024-06,2024,6,2,Import,New Brunswick,Brazil,"Parts, of hand tools, nes",00,0000,000000,00000084,0000008467,,,,80,0,Blank,BLANK,OK,False,False,False,False,3527.0,0.0,54860.0
2024-08,2024,8,3,Import,New Brunswick,Brazil,"Parts, of hand tools, nes",00,0000,000000,00000084,0000008467,,,,35,0,Blank,BLANK,OK,False,False,False,False,3527.0,0.0,54860.0
2025-03,2025,3,1,Import,New Brunswick,Brazil,"Bulldozers and angledozers, self-propelled, o/t track laying, used or rebuilt",00,0000,000000,00000084,0000008429,,,,1120938,1,Number,NMB,OK,True,False,False,True,3527.0,0.0,54860.0
2025-03,2025,3,1,Import,New Brunswick,Brazil,"Graders and levellers, self-propelled, o/t levellers used on the farm, nes",00,0000,000000,00000084,0000008429,,,,1281404,2,Number,NMB,OK,True,False,False,True,3527.0,0.0,54860.0
2024-01,2024,1,1,Import,New Brunswick,Brazil,Sewing machine needles,00,0000,000000,00000084,0000008452,,,,189,0,Number in thousands,MIL,Error,True,False,False,False,3527.0,0.0,54860.0
2024-07,2024,7,3,Import,New Brunswick,Brazil,Parts for crushing or grinding machines,00,0000,000000,00000084,0000008474,,,,5369,0,Blank,BLANK,OK,False,False,False,False,3527.0,0.0,54860.0
2025-07,2025,7,3,Import,New Brunswick,Brazil,Parts for crushing or grinding machines,00,0000,000000,00000084,0000008474,,,,34557,0,Blank,BLANK,OK,False,False,False,False,3527.0,0.0,54860.0
2024-07,2024,7,3,Import,New Brunswick,Brazil,"Valves, safety or relief, nes",00,0000,000000,00000084,0000008481,,,,411,1,Number,NMB,OK,True,False,False,False,3527.0,0.0,54860.0
2024-03,2024,3,1,Import,New Brunswick,Brazil,"Regulator valve,self-op,for cntlg var such as temp,pressure,flow & liq level",00,0000,000000,00000084,0000008481,,,,277,0,Blank,BLANK,OK,False,False,False,False,3527.0,0.0,54860.0
2025-08,2025,8,3,Import,New Brunswick,Brazil,"Regulator valve,self-op,for cntlg var such as temp,pressure,flow & liq level",00,0000,000000,00000084,0000008481,,,,5,0,Blank,BLANK,OK,False,False,False,False,3527.0,0.0,54860.0
2025-08,2025,8,3,Import,New Brunswick,Brazil,"Valves, hydraulically controlled, nes",00,0000,000000,00000084,0000008481,,,,46,0,Blank,BLANK,OK,False,False,False,False,3527.0,0.0,54860.0
2024-08,2024,8,3,Import,New Brunswick,Brazil,"Taps, cocks, valves & similar appliances, nes",00,0000,000000,00000084,0000008481,,,,562,0,Blank,BLANK,OK,False,False,False,False,3527.0,0.0,54860.0
2025-01,2025,1,1,Import,New Brunswick,Brazil,"Taps, cocks, valves & similar appliances, nes",00,0000,000000,00000084,0000008481,,,,193,0,Blank,BLANK,OK,False,False,False,False,3527.0,0.0,54860.0
2025-05,2025,5,2,Import,New Brunswick,Brazil,"Taps, cocks, valves & similar appliances, nes",00,0000,000000,00000084,0000008481,,,,419,0,Blank,BLANK,OK,False,False,False,False,3527.0,0.0,54860.0
2025-06,2025,6,2,Import,New Brunswick,Brazil,"Ball bearings, single row, radial type, having external diameter <= 52 mm",00,0000,000000,00000084,0000008482,,,,42,0,Blank,BLANK,OK,False,False,False,False,3527.0,0.0,54860.0
2024-04,2024,4,2,Import,New Brunswick,Brazil,"Spherical roller bearings, nes",00,0000,000000,00000084,0000008482,,,,38,0,Blank,BLANK,OK,False,False,False,False,3527.0,0.0,54860.0
2025-06,2025,6,2,Import,New Brunswick,Brazil,"Bearings, needle roller bearings, including cage and needle roller assemblies",00,0000,000000,00000084,0000008482,,,,59,0,Blank,BLANK,OK,False,False,False,False,3527.0,0.0,54860.0
2025-09,2025,9,3,Import,New Brunswick,Brazil,"Bearings, needle roller bearings, including cage and needle roller assemblies",00,0000,000000,00000084,0000008482,,,,1635,0,Blank,BLANK,OK,False,False,False,False,3527.0,0.0,54860.0
2024-08,2024,8,3,Import,New Brunswick,Brazil,"Bearings, roller, including combined ball/roller bearings, nes",00,0000,000000,00000084,0000008482,,,,339,0,Blank,BLANK,OK,False,False,False,False,3527.0,0.0,54860.0
2024-10,2024,10,4,Import,New Brunswick,Brazil,"Bearings, roller, including combined ball/roller bearings, nes",00,0000,000000,00000084,0000008482,,,,1923,0,Blank,BLANK,OK,False,False,False,False,3527.0,0.0,54860.0
2024-12,2024,12,4,Import,New Brunswick,Brazil,Ball or roller bearing housings w/o ball or roller bearings,00,0000,000000,00000084,0000008483,,,,28,0,Blank,BLANK,OK,False,False,False,False,3527.0,0.0,54860.0
2024-12,2024,12,4,Import,New Brunswick,Brazil,Plain motor vehicle crankshaft without housing,00,0000,000000,00000084,0000008483,,,,2581,0,Blank,BLANK,OK,False,False,False,False,3527.0,0.0,54860.0
2025-06,2025,6,2,Import,New Brunswick,Brazil,Plain motor vehicle crankshaft without housing,00,0000,000000,00000084,0000008483,,,,4272,0,Blank,BLANK,OK,False,False,False,False,3527.0,0.0,54860.0
2025-07,2025,7,3,Import,New Brunswick,Brazil,Plain motor vehicle crankshaft without housing,00,0000,000000,00000084,0000008483,,,,810,0,Blank,BLANK,OK,False,False,False,False,3527.0,0.0,54860.0
2024-01,2024,1,1,Import,New Brunswick,Brazil,"Plain shaft bearing without housing, nes",00,0000,000000,00000084,0000008483,,,,11719,0,Blank,BLANK,OK,False,False,False,False,3527.0,0.0,54860.0
2024-07,2024,7,3,Import,New Brunswick,Brazil,"Plain shaft bearing without housing, nes",00,0000,000000,00000084,0000008483,,,,5830,0,Blank,BLANK,OK,False,False,False,False,3527.0,0.0,54860.0
2025-09,2025,9,3,Import,New Brunswick,Brazil,"Bearings, other than of single row, including cage and roller assemblies, nes",00,0000,000000,00000084,0000008482,,,,1017,0,Blank,BLANK,OK,False,False,False,False,3527.0,0.0,54860.0
2025-12,2025,12,4,Import,New Brunswick,Brazil,"Plain shaft bearing without housing, nes",00,0000,000000,00000084,0000008483,,,,6086,0,Blank,BLANK,OK,False,False,False,False,3527.0,0.0,54860.0
2025-07,2025,7,3,Import,New Brunswick,Brazil,"Clutches and shaft couplings, nes",00,0000,000000,00000084,0000008483,,,,411,0,Blank,BLANK,OK,False,False,False,False,3527.0,0.0,54860.0
2025-01,2025,1,1,Import,New Brunswick,Brazil,"Gaskets and similar joints, of metal sheeting combined with other material",00,0000,000000,00000084,0000008484,,,,1427,0,Blank,BLANK,OK,False,False,False,False,3527.0,0.0,54860.0
2025-02,2025,2,1,Import,New Brunswick,Brazil,"Gaskets and similar joints, of metal sheeting combined with other material",00,0000,000000,00000084,0000008484,,,,629,0,Blank,BLANK,OK,False,False,False,False,3527.0,0.0,54860.0
2025-05,2025,5,2,Import,New Brunswick,Brazil,"Gaskets and similar joints, of metal sheeting combined with other material",00,0000,000000,00000084,0000008484,,,,948,0,Blank,BLANK,OK,False,False,False,False,3527.0,0.0,54860.0
2024-04,2024,4,2,Import,New Brunswick,Brazil,"Machinery parts,w/o elec conn,insulators,coils,cntc,etc,nes in Chapter",00,0000,000000,00000084,0000008487,,,,9273,0,Blank,BLANK,OK,False,False,False,False,3527.0,0.0,54860.0
2025-10,2025,10,4,Import,New Brunswick,Brazil,"Machinery parts,w/o elec conn,insulators,coils,cntc,etc,nes in Chapter",00,0000,000000,00000084,0000008487,,,,36,0,Blank,BLANK,OK,False,False,False,False,3527.0,0.0,54860.0
2024-09,2024,9,3,Import,New Brunswick,Brazil,"Other AC motors, single-phase, power > 75 W but <=750 W",00,0000,000000,00000085,0000008501,,,,1878,4,Number,NMB,OK,True,False,False,False,1864.5,0.0,34311.0
